address,numberTransaction,isPonzi
1GcaAwn8FCRNmhnMMk8dzmwXZFhxKTkQuk,30,false,
1PWAbjjUqb3zT2SJ6atSPkYXCyZPYFJgxm,211,false,
1BusDNon2iUD67Hkt5bctt7CiGiJCJZnKN,40,false,
1Lav75sSH9xp8NZ7jeL9CL2j8TZhLKzFQs,153,false,
1H324fRTDTJ3EkjufamMdvU6ek2Paa8FXt,28,false,
112cHpSypVzXvv61qAB1S7HocumMGnNdiK,108,false,
1EawqXvM5DNAfgcYF92CocsBJAhz3oYmqr,140,false,
1KF7KBi9PCtr6wzxxuiEZCB2h2eqRSU64v,34,false,
1PffFg9EJHv8t438eRxirYN1ynJp14xYy8,93,false,
15jAcNY9AtD3hFeLd7ww74sBmQHYP8WQBa,86,false,
1T8it6icUna6t3sepQ8kGV6GKw6juasCb,35,false,
1KX7eHkd6vrUpCXkDwtKa9SWCJLKvFtKPj,92,false,
15kkSdmdpNQrWkZTZHp1iwmti74CouaLQ9,220,false,
1JC1L3TvLSfr6sckLPnBkFn2EGLgaJwon7,29,false,
1EFZAwj2K9NbdeboGK7pdhHknfkUa5BjDP,86,false,
13Ptaoh1rYkVSVSCyypjHi8wMFFfvzEN8d,121,false,
1GyniLiVMhmr1RaWQJhKJ9R5KtNxYPAPPu,146,false,
1KCP5aEqAFcp4eFr9J2ZonasmGeGRm6xWm,46,false,
16BW86Joj5nhRowmywbAgcxGLJyfBRsyau,75,false,
1Z4vdgG7ATYEfxxYd6ThBtiqyAPYWyeuk,426,false,
163VnbAH8msUqho6BUPNc6TVZkyYhXUM9N,87,false,
139BDekBZrW7rwhytYiuDjoPcDY8PuiY2B,59,false,
19trdA8xUTdx7Ddi7TwU5pZ5QpyQ1gVh3Q,360,false,
1DeCCcuBeiPytm3b1oGzq4ehtDHWdbGHWg,28,false,
17ivQLnRy925eyF2fdmSqdTTqXRnaUDSE,34,false,
16cKPPWMKSiegJwqKj4xpEPm14S5dhoWcS,128,false,
1FHZXCByBtR5RP5VebYVXxwohg6yMgDRg2,89,false,
16AwDuEsM4FJp6FyYGtjT8RPkT5DbZdFQt,113,false,
14izmnuABRaeZXX361yvG6RahNoiBZ28uw,57,false,
1Bm4oXkV3GMab3rGZUzJ9TKhoxLTcUbhR1,44,false,
1LnpgCxdcVQ1nCPyey657cpzPkgfzWcggT,94,false,
13m37Yg91eTjafYGMi6NZ7TWRBF6spqX74,56,false,
14vr7JvaeBHUXJp8NBjgNZ8yAmM26KWj2N,74,false,
1JTwLWsduf2mfaCRLXDb11VaXMTLjnk7Ka,44,false,
13rzJtFrZczpEjRH9G4hMJCNBLYpjSyT9V,47,false,
13aKCb8U8jb62DnnM4WgiJYbAYGnA399t6,44,false,
1Pzz4GEV2W26VtMa8pFGRmNiDnuVfXmFoh,146,false,
15fxSF8Pg3DdJvXxY8BDxxhckRP79ynd79,48,false,
13EHoK6nuLTp7196rnJtPjwb7QioziQk4e,35,false,
1HgQH4DpFmJJYbyQrEZ5RQkPvU92d3LJaX,57,false,
1BnJERBvSSDCqskpFqjStZSwJ8jxcfBtZV,30,false,
1JQ5ikoYjpwYbYLKHzjtdFbCK6YurNfR86,744,false,
1GuhRZ54qUmDcc7framf9SzRjqTxgqsyLX,54,false,
1Edvb7z8RARx7F3Y5oi9ZX8tQadq5RfjSD,48,false,
12dm8CJpLN8n79Lco7TPFsPQfG4n9raCRM,54,false,
1NYMSCdTCe8mt1HnWybnUAhN8h9eAfJr3r,134,false,
1Fo5bcXy2brgzpMvVoK1Q5iwctLfe95DqB,27,false,
15bEranoJbiY7tDaAyMTKejex1NgnHZ8Mo,36,false,
1L758oc38h4UHZs5S98cVArru9ghF1qdcW,27,false,
1AzACk3o9KGxKvPmJ94bnPFoER5x3RZNBq,34,false,
1NCT93KW5YGbgCRS5HojEXV8BgyqzQZea6,32,false,
1EWcrRvB9sQzM6LbbfLCZR6J84PbmTp3xP,76,false,
1Mv4uiiBMLA7EtdvfAe9aFVMex4EBayHu7,56,false,
16eetj7BMfMmyX6TrjsLKy8amnkEN36EEY,94,false,
1L613mudpudfJ31RAN3rrSKX3MiHG7oGEM,82,false,
1DPquxgPEpCnYRZBtHPHFcFR1UCJSf5wHD,37,false,
19ULqZSRFAnMMgwJqU3acDYWzbyCBmaKvN,397,false,
1DF4v2GMtQxJCAQNadhPx3tK2XmLqfZ9c7,65,false,
1HAJ4CWGEyTgFeqAua45WC6zfHjN73htvX,77,false,
1PwiEaY9H5MSEcW1PTn7NNmn6spyaLLPyo,160,false,
19WdiEZEv28bMS7YQkxKN5C8TTEg4R5qVn,56,false,
1PMxVdu2Sh2fh7nMzAjPQ3f19NNj6nyKne,28,false,
1Pw5jQjqDpWoQGj5MQo77pauMo6V8FqytJ,58,false,
1KP9MwnpCtp7Si2WgL29EVR27Gi6HXbrAz,110,false,
1EjfvxqMsEau5HiRygv3p5nWZG1maFQDq7,28,false,
181yNrTELniax44qgzSAQmtntcytBi3bJR,63,false,
1MHNiQPY5XUkGBYrpgPfHrN8PXWT3W99ir,27,false,
1H5YNrz4TLYMUWcuvwSWR2QQC7xyDXymDn,46,false,
1B8aidK7kHmU7zMoacx6UJ3H1dHjMjQw1e,38,false,
16K36xwujJ1r4oHu4yuHmSi1FnmhGw5ymp,31,false,
1PzDQWvK4xgUGkGv51tAxdd4nGhQsEMk5q,1181,false,
19eprGjxmyMSPag6n8LPcJUrAaC9tEC5L8,29,false,
1J5c9ieDE5Lgk45ZpzikMhHhhmuq35khB4,38,false,
1LL5R1pJ3AHiFhZQqF2Xb1UsG2h2H6dJWz,26,false,
1DY1b89RmiE4MSw3iBNMXfxCCCxYVwmVNz,45,false,
1495Fv9zPd3aCgzZvCug1fkKDrNMytp8Mj,52,false,
13R3a6sg7H3ui7LwVAdCEkgrpdZqxLY6rz,65,false,
1EQiWzc6LsvuRcREJLzdnc74EBLoMk6XKz,53,false,
1KPmbsYnZ5Tfap84vUFqnUoXKo2faWwMkg,74,false,
1NsFNk9nq8h5XnzHLdwLL7ysK63F69NJt4,47,false,
1AiUqMJmEvRFTZMA9itzvHwQu3tsjwFKDv,26,false,
146wkj47LQ1gTcUtTfM6Y3gcu3X87x5yCS,37,false,
1MVe8JQMJcwmTmfbNjDs4dxU4xnrHsCxAE,95,false,
14VEF7mFozrYQdeL5L3JdSwswCqpBZYhZz,246,false,
1C3ZVWCWk5EJHppTcSDFscQADKaKVuBj8z,35,false,
1BwF1qRJG5ciLQ64tCfpDzGvaTTfgJ6ZPZ,54,false,
168Aa6sZ6gaVRXsc91CQ7GrTws7sdTggme,3500,false,
1F33oJEogL4G7uiBRNtJwNjUPakJjJ2bN1,91,false,
1CvKcSMYJNXz4c815Tn2o1wxu9DyVxr4xT,60,false,
1HQpCAsADBxYp9dY9kghDEZFbaAoejo2BY,54,false,
1MX6o5YTvU2hLWVhD24Z1HsPDu6MixKsXt,26,false,
1NNQaNmrn64WJ1YH4cTcVoYS19ZVGUiZqR,76,false,
1Gk3AS7ej1nigzpz83svpQTD5BJt6VGaid,503,false,
1Kvx8X8zFAmWpDPd68QzNvn3joZcqEhyVL,167,false,
1A4ATKX7yqWBzMXQKEQcFW69AiHKJyR2uR,83,false,
1K4Zv4CmCv9ERu9ZAEgg9huUMa6JLyue1s,60,false,
18J6VEaAEtGpeJgRDvgTm5m2vN3imgtxeQ,38,false,
13VjXZ89cWhqzmti8Z7VJFdyQeqmVsD4gB,200,false,
19q4yRZB45hMsjsJyTMrtRXAXuQDgT6RsD,41,false,
1DXrn4vFM8wsVwCEmRpTYKFaf83hymWXAA,144,false,
1EiS2J2dBWNZ6W5yE5LpGfbi13qUtrHYvV,35,false,
1PVgK7vJff3ftdbNukkWQFk2Qx5HzXNeXx,54,false,
1E3vtgmQL9jYDa6WpttExELYgbbbjCp2gF,291,false,
1EeXi9eUHQd8oQAh3RzzVG9Tq32DKaqjRf,600,false,
18Cb8vR4psgwAdv2AutDhTuKP5SGGTgsNS,32,false,
1Lfw7urdMDCcR1kvoKmedjR5KCYHaLtVE4,72,false,
1N657g5M3RBqi5zs1xoTqFwBh2D5nZWj3w,30,false,
1LFS1jouey9NLgYfvVEPnPE93qvp3gGXrG,32,false,
12jeLeogXsbj8gPGSJo2Y6gnECehsgin9o,29,false,
1Dv7oTVrbDH8AeW6YLuqs3pLrdRuCz54XL,83,false,
1NvRDrwmdhjsthkL3DQLHzrLAJbDyBQ5N6,67,false,
18KFowoPrvirnDuSxvztonCC9Vtc5hNdhb,43,false,
1HDXnJEUtns2RHhNAfH8LHxmj3m2i2cevU,36,false,
1tBSE62h1ExGvLkh6xu65RrkoqVWc46Ms,27,false,
16bDK8fpnnGjCv5nY9fBvZ3mTfhdv322Hz,182,false,
14JAtSeaU9DAQxLzKNYk569k9W87cE8ED5,119,false,
1Q2hdu1gdm5dYxS5G5BaKsjr9YteVNUFAj,259,false,
1G4r4KUiS4h748xFwgk5SrSDBrwggtDXae,34,false,
1RHEW2L14R5SW7NcZRwCT9mzYryu27axy,477,false,
1JosQdwnKpHFjd75kZ2R7fT68i4xAk5igJ,75,false,
14NPnxuNrYA3VZkNuWPaVJx4fodPpgttWh,30,false,
1HttRCNekY65Bf72mLMEMy7PKJYzxF4Ffw,34,false,
183Et2UmxruaS75XzZxXBVbUVE5YqP9o6a,38,false,
16jEktkycvCGPdaxvktfQrXpkFLgp7yn8i,144,false,
1M1Zyd7JqjvmAPh1VZhicSA4c4Z1BYWP6d,83,false,
1B2og5VJA1Ych5yf6ueecNLqvnatnJfU9i,34,false,
1JHQCx9f4nU7FiXpaYtBQMUAXKwPycyMbe,40,false,
13Mjr1h8hVpBiR9uoXuuM7rgijLanaLfJ5,88,false,
1H7JtfMunDskysqMZYaQqeBjWf3F7Nu1Pc,50,false,
16sXKhzPuTCCEX8beqSojy4NQsK2YAokm5,177,false,
15HLy5r5rFcZqFh5DzmUN6YFV2tUBWwx3i,26,false,
15jgokmfszYMP5Tzz6wuBWDpLAQmtgb34Z,59,false,
19txjj3CN6V3kLYwWwoucMMkTFiUxJyubg,53,false,
1AM4VRrqwJGebMaVCY1cR1dDJrsVpsUvTH,35,false,
1L8p6naw5jYDaSkH5ysW9X6k6HG82ERLDQ,43,false,
1K2YDoDNSxyqvdBcVYBdeXUnT59mYmB8cw,43,false,
12i8up5PDXBpdR7Fhoed91je3DHZgDixEX,89,false,
1LJmkDdE41cRYXjFYvUKarRRwN8ceG1LNk,29,false,
14RPwsfArYDwPT6wxVsT5dmpFvEdu7pnkx,36,false,
147p44ktqzgqef4VfqyVvZrHD7wYxzv5Ho,44,false,
18Qjyq2tAgyxZoo6q243gX2KwJUFWXuyrt,30,false,
1PgtsVZqa3wb8Yy2R7zYBUDnACATtw9Q5F,243,false,
1A82pyN3EQTsUWdsBTw19dynhTuYuaYR7S,122,false,
12VisFih6wbzNQy6rGiPLztLwwiv8uZfTA,98,false,
1A7LMb75f8RMQ723jxYAEjWRnvcsnrVWMZ,51,false,
1Dzf3kFQp4Zb1yiQvpDwPeMtHLCLQzd71h,53,false,
1mqYCV6dvAzcgiY3W2DFLei95uKoxvdk7,62,false,
1DhfJyRbChH3mQ94sWoDE1zsVukdMRDFFE,153,false,
1HgSBZ1Wiwny1K6FSZq6MyHpawVjp2o6Xp,51,false,
16X7zpci5B4mQ4JXksJqcNLxPr9rhp4gFr,45,false,
1BLFgR7EPG77QkmSaiSm42GohahsWWzPuH,135,false,
1ACEdnwebVAVo6ovenbzmkBzodmmWZmU3i,63,false,
1PmrRXDHCArnWkAvmXyVBxMr6yeJArt49n,66,false,
1DZgvfXwpQDmBGmNe8AAteo6RiwbtbwN3r,90,false,
15sQxTSq4GvbG7LREQc5HkwvwLW9c1LL8i,75,false,
1PmhxzYEm929kfn1XmSrv3nrF6LCusRjXe,64,false,
13AQ3NJAQyucPs1q6fjZ4H7KMEBbbiLgmZ,109,false,
1PJLL8rcN74Zyz8QyhuSEqJnB1p7sFvRvi,40,false,
1FygL2WZp8m2RPLCdgN42gBJjgFditeq5Y,124,false,
1KyGTikpjtpaNomsXJcwDtwbYdMWeXfCTq,31,false,
1MdTMtpxjLAQrbEhajhK533yDAyrqFh6Ju,244,false,
1LM3hRDiPc4bL995xR54fcW6mctgbmht3Q,46,false,
1AYX3wXQrNnuzwSmNzxS3dYmESt52aS47c,89,false,
18Vsx8eivUGtxabpkWMqAUTxU8HuuBABSH,259,false,
1NULWG9yj5H6sPejZVXCKuCxNDQaddgf6,27,false,
1G46YQe2TKiWrmfh9dusm2C8c6RTFrTE98,65,false,
1N51o1Y3hyAzvCHQ6zDxaJv24iyQJ9Hios,98,false,
1BcAxYzJiQPUJt9gJs1QLB72Ts48syFAEL,97,false,
1HXEjGVy3oN5VUo3G5QjUUUFaH8GDrD6mn,44,false,
1CczMyF9Qx1jU8vQEVGvMiQ63kDMPKcKWa,39,false,
1PQTKnyxxoMeQ5v1YmZiBafoy6LxQC1pB4,36,false,
194PmgKieqrqBRsU1pSbyTwai4x8MbEWH2,26,false,
1CEvnowVdeois5aTvJpG8xVXXXF1A6ZD3,131,false,
17ffNzTphkX4Hy2Jf8cG7rTDcp12WgPWtf,84,false,
126VZtqifE91nrBsXRkjZRMkTTvSTEMHPC,45,false,
18NSLe6KRj6Ng7R5dLD8kPY4VtfK7mqKRw,252,false,
16MfEgb8EuCDCceCFQCNvvvd3bcE6d3XWC,190,false,
15ECB9f1pKiPYh5ujDFbmpHgZKJ1JXp6UJ,32,false,
1LjH2FMwym4NE5GFeBxyNpK9sTXkKewj1z,460,false,
19q2yeApS16FqJ45v6s24NUzqecucTnh3M,34,false,
19mUsnGvgTGR8agQYdjfViG6reJJrfo2Jk,26,false,
17LRZvfyj8gaQt9Kjigkbi23BxFLWgraNF,27,false,
1CxBRuj5ruLbkHxSg5qmfnhAhqZbacLC7o,113,false,
1JqFJYPdggD5qFbtw3ScSpLmdmvKitzud,54,false,
1CGcKNWppFGyYYjL7Z2anTuNjELac1VWxd,47,false,
18w6sinnBaKvk9EtYERJGr5NSWh8E38TK6,71,false,
1GanyPTk33dGxRMQ1rwuWpmLTKU8QJEYQ8,28,false,
1N4pjuGeF7EM4tsoQB2p2Xhu2obT2EAyKF,218,false,
12dtzQ3nT27nzacSbaaaerjVXSgvMhy2e5,165,false,
1NFEkB8NYkLSTpS6mgwdT4AZLFt6oVqiuM,120,false,
1MuSHYb6eB5hF6duRwJE4hs7KQuGN7xjWq,121,false,
1Jn1sEPFhu7ZA4DywybwBHRBh2yaUaMzkZ,48,false,
1FHvMcNkbX2saRgHrMVevnAidyG73bQTMT,46,false,
1PXRqMvWUkjpqduXeKBQ59g3r9KHocJ8WA,31,false,
1AYi7qjHSnNUYYZ8vzfiCZHE38gNzcoH6p,54,false,
1DRb2JCDCwsJXS381adWwS3RUi2jZzb29N,30,false,
13SymbnEiDHaTgeZp1PRiu5JM8M8adh2mB,56,false,
1KMCwvYd1GV7igStpUBc6P4eUfcvZDkmQg,37,false,
1CPbT9pAPEdE4GG4Hi69Wm6fcdjTKend7m,32,false,
1NvrUA98B2hYvmamiijcnneKQbLxTWbZAz,122,false,
18jmhzHGChf7LvDSfBJdYU3KtBYnhcZ47V,60,false,
19BG1HJFeGKWyhbGAYL5uqg7RDj4HJ7MGn,123,false,
1NtEt2SQvu5aBdT4xjKz2ZdVCeLH95PJxg,28,false,
16UGjVLx9jcqLABn9Bi33LQJT4MHf9Aji7,27,false,
12N1zD7RDk9FodVJWGu6mm4JxmoPdwZZFw,170,false,
173WrpsnWptQQS5fFWvhvemKJ48XGRCKnG,27,false,
19KooVDfy1oLJJfbJyS13CCGjnNNdMMMXM,43,false,
1Nq17F6JJQpLVUtciKD7rios8jtL3bmcpU,26,false,
1NzrV8ZYC5QsA2GwCr2shRWVtuzRL3DniQ,45,false,
13Fant6YJBtpS3xM81cRNLRJvonjPAybwS,124,false,
1BMXXcqKMtywM8QLFBwktedi2kdARwxYoV,31,false,
1E7omVoKbNPmDfFxPfZkAotQ65dFRsNX9y,310,false,
16BypB6VEYAQy6YtRtT1s3jeSyqkzRGqew,72,false,
1PyeymUht8vb92WDAUfvTNi2X8ZRgsQj4Q,820,false,
18cGHcggy1k5o7Z9htxgDZV8FpJfbGy6g6,93,false,
1BxSDyLqGv9wQmabf2xeLTfV8Cct7Cz43J,58,false,
13vXpAuPBKAva32ynmVufihNbsWB7yktxw,28,false,
14n9dA9zDVTybajuM8TZ1MYSyb884hMaL6,57,false,
1Hm9EV631AyZt3gXvSPXPfEhrXVDC4G4PL,34,false,
13QmfgwvsCnY2SfGBPon779LaGmUpDpV24,143,false,
12NexBP6VqJff6UnJKsTo7qjEAr58NwmPt,26,false,
1PnE2DSFh8KUkZnE7M92SbgHadfyQ77aBT,117,false,
1KYchmwDTqaaauwTnMY5hrCKazKLaTBTyN,42,false,
1KYVPPGJ7meMoqHuqiQELRdzeom1Dxtwo9,544,false,
17EsSDGW9MwbMrF31nPMius1bPPTVVxhUV,93,false,
1FgREbLKDg8pYz8arm5EHneeCMLGC28uQN,44,false,
1Kbmo5mxE6cQ8tbKz3wBFuuwyXHVWERPWb,26,false,
1AMszhrM9V6t4dEoCohZbVmSS3DqenGvkG,921,false,
1Nx28RmRdDpQ8ePtLj2yZraEXqinALYkCZ,31,false,
1D6D5cMPmtdjRkTXqw5LvubuzQyYBayVs5,249,false,
1CdCNKQwtQzxwJJbtYSRqyPdxQrykErcmD,48,false,
17WZzH6TGKZGSZKbjJDKUvPt1uec6sz74x,60,false,
1LkdL4yeA7e96PZkK2adCv6bbLrZP49xr3,81,false,
16NppgM8D4cJrkX8sqpH2v8fqkWzbBZYwm,101,false,
1F4nsRKqdnAY9291sk6uDZp4t5L5ZoGShi,41,false,
18sLcYs3QgdMjcqdCxoi19v1EuVjv7qozD,270,false,
1PvXGYzUCFL9NjY1DjBj2yVJPzhAeJsbQ5,372,false,
1Js8XS5tQLk4nVCwzfJH1zF9hGU1SGyFMT,30,false,
1Kj5afdvsztjGgkkAsi5zp6XTKgwy4snam,38,false,
15FRfFchcugbeeNRpDVphmUagvDkX8Bfop,30,false,
1BcK3xjci73d5zWHzyXqk1KR2Qmevr63n5,33,false,
1A9hBTt9kBTWzucSYn4KJ3CisMPFQZSTPD,26,false,
1A7HDKCT3sk7ZVURCCgR1EgtwYzjGLqU3w,51,false,
1Pv5zQ8YpUXybCtBn13xa4DYEhoWHiSeYE,56,false,
1N6398YvJr7iwzCQZDUCXF1uWnwnw6d3NM,71,false,
1758jsMnqDc1uEwHY1wmWhXhbErWpeU822,61,false,
16LcJG5Jtoppkzeu4RNuYv3Y1eAYkECXXP,34,false,
124uwrixxCYeChuwwwcwj1BJD5yaZFyt4p,62,false,
13cGR92Yx1pwod5EFLdKMiD8iVVEuzNV2E,94,false,
18pm2txg4yNbagwC8pD6XwDRoMDPwJ22S4,41,false,
1DzZJRgd4XXLnbAaER4JY5iQ8EtPwEWFXw,192,false,
1F9UUHhVSYHcBxZwW3MFUsyg2wDnxNginP,26,false,
1PzoGurz7UHzof2wGH3BBBfTGD6FkQz1wP,43,false,
12HD3dDAnfT5N6anEZfgHhtLCPG3Y7oABN,611,false,
1DKPsnH1doDngxZwQ28DiwCKHKbyZXEaqf,34,false,
15SXLoXQZdHLaTzafPRDFKvvyFDWwD1V5r,168,false,
143LMxQVWjJqfjJd9WUCcP7xBbGCjVzpY8,66,false,
17LtgyGtEqYJon1CousTCDpr3diTPf4K1r,86,false,
1L5zqFahc8Ahu9wtgJqCeJMendvD174xsG,26,false,
12U43zobq61whDKheUWqvdmTzSF575AGXJ,50,false,
1PuDYrYxsXkBgvfq5hpaG2w3qpegEgGxXU,77,false,
1CgHaWFmNW6qFJfGrLqgc7LVzjZEfjeuRf,53,false,
14sxvhx1iXw8yr5b7zWgVKgZpWAg8wxAqE,126,false,
17jV7ZdXdTeR9hijQqYF2iLxJAd72Ug9Hq,163,false,
19c8FiddoGnvX7DFXSqLNPTfKtiZ29w6Te,42,false,
1GiPJBf2JgNxbmGoULuthGXAadkg2X5NGR,43,false,
1BgR1jBV6FrJLgGLsr9DCS5AYGdQMYz3CA,44,false,
1MQLDDNw8y5WQXevkLkeUohTXDxN2FcBmD,293,false,
12NPcaxPjL7md7irXooGY8Hi4mY7GFFTS9,39,false,
1GnyfDbPdB3HgKdAkMoErH98vsxJkUy4jx,42,false,
14QFZP6k6qViJNtqqWjZY2dVfF5QwmGutP,61,false,
1271tY1rX2ihMocWFCsjuvKSMC7kwd7Jed,27,false,
12gL5zJhNLQFwxpn2n6B5Ke2yyErzBRDxa,51,false,
1PG6zKQLTZb998UMGJQ2sXDBBDBDShg5EX,52,false,
1MKChwzmhe3KMkg8zRthFU8DFwnxCJRst4,31,false,
1EzAcQA14eMiTSKKAR6ryj3qDZbLWgVFQp,42,false,
1KPfSznHtvEJSn7yks8iAEJAcppWauxYdj,44,false,
1QFvA2z3zVq2HVh8SE8Pprta7V6uvyoBj8,40,false,
1C7yXwoZJpJLhqUeCtWoRbrmvG5jWwoWtY,34,false,
1Pq5HhzU7wVQPhffPw55EGD7UxENTZ1RPc,530,false,
1EeFhvV5hFhuejMDj3Q8PakEcMT9htYQGx,30,false,
1MXWEFJbupnYtegS2SRhFCfaY7kERzeWi1,49,false,
1PzV4wxMp4gJo1Yp8PGEZAiCo8Ez7tysWQ,38,false,
151XDbUyDZuAznwM1dJdDmyyN6rTQnkyoS,50,false,
1JVu177JjRMwwEiUc75dBKrefPbgDEXVZW,134,false,
12EWz7xXBNAcBdVkCnpYEhWwNarRdixfqd,40,false,
1LpEQHBC9pRwf7BWxFoQXPrZLpbPf8d9RU,34,false,
13HkidiMBdUqhZ2esCi8AfS4uHPjbSZmLx,37,false,
1Gqt1XLmNqBzQdcJwbChD3yGPXs9UyoXuc,26,false,
1ngUhF1WnpTeo9VUrHKBRHDaHVbzy3rzx,68,false,
1GyyEcpMWmJJXFXDvEAc1m1Dcktf53PUyj,84,false,
16MG5HwausXz4dSi4JCzXUX7oeudrg51Y8,59,false,
183auLkCV3P31MB8m4RHudqJX1HZm5SxhR,84,false,
15Bggw2UwmXAb1V3NN28o2cgaBdjf72D6w,183,false,
1MumywUCU1pGU6AQwLQHzZU2m3wHdHfd9p,31,false,
1gRRb9BaGETcFBf3yTTahvVdKXgy7zWGT,97,false,
14NJwHRA47CxiyY4PTFt5N8NuakyEjv5mU,79,false,
1Pja8GFbxb8NXbCobh5uSV8zqUHvXBaboQ,61,false,
1E3B9efdZA4TsbBocDGTB9h977WztKpQyZ,26,false,
1BXUkebjHrn6EvdFMAtJfyJPH1dH2JHSPa,44,false,
1HxGE8BhDhx9bDDhxZNMMRJ7Jmej2wBeRQ,86,false,
1EUcBytQnrat22c6VtRxTBFKabmmaJh3vv,43,false,
13EgsiWwfSEHae25USdGfeLbKQUzVu1niL,90,false,
1HLpPdyvvNFktPSURV364z3NE9UntHDuZv,79,false,
15ikMUn6NQnr5u1CvmLQ5iWd18TQDQSqzz,42,false,
1LsEEGvMcbfoqxFdDvQXFfkGyX6xsGzgq7,43,false,
1MqVk6YkYsX2fS14CDbrU2zHhcvcc771r3,79,false,
13Hc3BdTsuBk3rb9x55LW2PponkXaY1f4y,48,false,
1GTgYGvWzkPDHPQe4PQRK1fiuHPR2Tmwdv,26,false,
1CfSe39Q6jwghbBpaS2AnJQ8zRkQiQewkK,27,false,
1KedL4Vnz9zrstReyfNQNTJVENEM5Dj5P1,39,false,
1PeUw7nWZEUvqoy5hcdgxb7hRcDtznUCod,139,false,
1Lp6haxKZ2YwfUX5ZPPNPFBD85xosuTtnk,43,false,
15UveiRTnouieYH621EQTFbW6j6v5kpME1,33,false,
1DqUHSsKngetB8dedkSWJqbXwcLetedF3L,73,false,
16xxD3VMWE8E9Xgn4vJfSjAJNjwdiXWXYs,698,false,
19AT7frgh6VRjpwnZRtP4mYnaruVrcYT6e,26,false,
1VUhtCmvEECJrnEYwBn9dLymauz3WefoA,28,false,
19fh48NS4wrhrWdpruFX2cuxmCUvDTQ4sv,28,false,
1GAQJfg2QyocNvJdeWMJHTfq1zTmLy7es6,80,false,
1CjZGGPKTnt6Xg4My6azQFVY8XsS6wSsTU,35,false,
12FnsHz1mVn9TK7oXH9SJJDn5PTAuEdyhq,28,false,
1F3K2YWZ1aQLfBajg8MvQU936jeTogjB1e,30,false,
1LdaG25JRrhwjb8g9mBxCk6Zb1YherwhSW,26,false,
1CumVd3NXcFwTsudmiFfLmiUrceGm3JWYL,42,false,
18f6u15zgfAQioYa9S8r4HArkRNKyxMac5,48,false,
12cW22PYZQTMgu4X7MSRTaTFPcEb6v8bhP,244,false,
13gHDkXAUfi3SmqXSGcpVSmmGiGrCsMebZ,38,false,
1PnQorqFxbXUwNFbeDyMPfATwFyC1iMCeP,29,false,
16nZ2PVQaVZEsGxv4jV2tVzcjS3F8h8zpn,42,false,
1885SkNFLkQ219z85668MVD7jJMVWvuMrc,68,false,
1A1kTuVbbo1o7YPdmRSyNmBfkVd3k5Cif1,81,false,
1Leow84DHWoMTddXVFwg5APtN5BqrAtB2,56,false,
18CuCQzQ1PVVX81nK6QeRZi5PRrtcafAb8,29,false,
1Kjq8LJkk2eese51totR1GA4aCDS2D4V9D,45,false,
19xG4TCA4SuirTjXFzNUTtjRpnrb9tzoX,93,false,
12YPDGaVshLfYVWorEAWz7rSmTyd6vsNdc,49,false,
12WqKz5oszpc2jMQDfw6os9zRm9VjXNaFe,129,false,
1Pz2Z8yAiPdBQMu8ztP6jve9JHTbPsWYsH,38,false,
1DUyJ8k3V3yi3WhV3ZXQnM4XhbnsJJGgo,64,false,
1211FWm9M4uF98vt7EDQgAmzJSro22oFCM,50,false,
12vQZJH75k4bGheiqrDJ2CiFGRyj8wMCFe,34,false,
1L5dfDGVJFQmG9eLs1dXRGycEinxVXtL3N,134,false,
1NUnbngzRB2SeMqZLrLrypoYW5FrusVU3X,263,false,
17QzJMLcUhZwYsNnbrke7j6eY1zfuFAAgN,41,false,
1DzyLmayV5yqp46EQtZExDRaE88prmnaHk,36,false,
1L1R27mUqNC1nrKaLovXbqHQUsFDcMp98u,39,false,
1Gq6YyhbJpeJyLewQ1kRuMS6cXkuHZGjyt,123,false,
1QBMmD24baHgusrqUSXc9s1uALtHeuJsjK,34,false,
16GxWeGxUUQiR8vUeYTpRn5sCRayycoKWP,31,false,
17ChJM9H9oQFYHPyrWo7FicQ2LPgQuQ1qD,670,false,
19h6FPHrrPT3pvNUi6FxQdj7Y9j86A8tKc,48,false,
1JxdxLNhE7ChXs7xdCqerniuNPcKnJ9QpX,374,false,
14xHmZ83jTGcwLYjPzmwowyWs917n5zpzZ,132,false,
1FM88tHs86DuTYFTbVPqDLFeQ7zVnBT6uB,95,false,
125mLeC6mJFYtjXdWuQGAC8e5AMsAQjr7r,175,false,
1DL71Q7U4ow51Fs4uXHU2HDeTeQRa4yihU,72,false,
113B7SiAyJUDJhRLTmnWPdvU79HGTKVi3W,46,false,
1P73izPDFuWhDNnYFQc4ZxnLY4iRMdCjPG,125,false,
1Bqnii1XcxZViRmWnsyh2fgCLcZSXEnmmU,32,false,
1JTWNmDdDLoTMBz88AkfDBmEn7XQsYCrnZ,50,false,
1CetafuSUXgYeNLmNeJuG9eSyMjBELsXxy,28,false,
18E83Swk2S7Kjj8P7rdySm5AScRsXNgxwE,32,false,
1MfH4M4HmKVanopwP29V4JxwPjw6dPFKdj,33,false,
19CvdpgbfGTYEJZDThrep7WnsiHrp6fjwt,49,false,
1MiXTV2Z4NhmGtzMUUsnaCPJnbkSyDJLg9,43,false,
1GiHW3e9UihVdmr8qHWWGDfFxip6rRczF6,91,false,
1LrW2UF9FSCTR8imqKz89zvRyRJMXjxgwF,141,false,
